,cell_type,transcriptId,count
1971,mature Glutamatergic,ENSMUST00000107849.9,0.0
1972,imature Glutamatergic,ENSMUST00000107849.9,1.0
1973,mature Glutamatergic,ENSMUST00000107849.9,4.0
1974,imature GABAergic,ENSMUST00000107849.9,0.0
1975,intermediate progenitor,ENSMUST00000107849.9,0.0
1976,imature Glutamatergic,ENSMUST00000107849.9,2.0
1977,radial glia,ENSMUST00000107849.9,0.0
1978,imature Glutamatergic,ENSMUST00000107849.9,1.0
1979,mature GABAergic,ENSMUST00000107849.9,0.0
1980,imature Glutamatergic,ENSMUST00000107849.9,2.0
1981,mature GABAergic,ENSMUST00000107849.9,0.0
1982,mature GABAergic,ENSMUST00000107849.9,1.0
1983,intermediate progenitor,ENSMUST00000107849.9,0.0
1984,imature GABAergic,ENSMUST00000107849.9,0.0
1985,mature Glutamatergic,ENSMUST00000107849.9,7.0
1986,cycling radial glia,ENSMUST00000107849.9,0.0
1987,mature Glutamatergic,ENSMUST00000107849.9,1.0
1988,imature GABAergic,ENSMUST00000107849.9,0.0
1989,imature Glutamatergic,ENSMUST00000107849.9,2.0
1990,cycling radial glia,ENSMUST00000107849.9,2.0
1991,mature Glutamatergic,ENSMUST00000107849.9,6.0
1992,radial glia,ENSMUST00000107849.9,0.0
1993,imature GABAergic,ENSMUST00000107849.9,5.0
1994,imature GABAergic,ENSMUST00000107849.9,0.0
1995,imature GABAergic,ENSMUST00000107849.9,0.0
1996,mature GABAergic,ENSMUST00000107849.9,0.0
1997,mature Glutamatergic,ENSMUST00000107849.9,2.0
1998,imature Glutamatergic,ENSMUST00000107849.9,0.0
1999,cycling radial glia,ENSMUST00000107849.9,2.0
2000,cycling radial glia,ENSMUST00000107849.9,1.0
2001,intermediate progenitor,ENSMUST00000107849.9,0.0
2002,intermediate progenitor,ENSMUST00000107849.9,3.0
2003,mature Glutamatergic,ENSMUST00000107849.9,0.0
2004,cycling radial glia,ENSMUST00000107849.9,0.0
2005,imature Glutamatergic,ENSMUST00000107849.9,0.0
2006,cycling radial glia,ENSMUST00000107849.9,0.0
2007,mature GABAergic,ENSMUST00000107849.9,2.0
2008,mature GABAergic,ENSMUST00000107849.9,3.0
2009,cycling radial glia,ENSMUST00000107849.9,1.0
2010,imature Glutamatergic,ENSMUST00000107849.9,6.0
2011,imature GABAergic,ENSMUST00000107849.9,0.0
2012,imature Glutamatergic,ENSMUST00000107849.9,5.0
2013,mature Glutamatergic,ENSMUST00000107849.9,5.0
2014,mature GABAergic,ENSMUST00000107849.9,0.0
2015,imature Glutamatergic,ENSMUST00000107849.9,2.0
2016,intermediate progenitor,ENSMUST00000107849.9,0.0
2017,radial glia,ENSMUST00000107849.9,0.0
2018,imature Glutamatergic,ENSMUST00000107849.9,1.0
2019,radial glia,ENSMUST00000107849.9,0.0
2020,radial glia,ENSMUST00000107849.9,2.0
2021,intermediate progenitor,ENSMUST00000107849.9,1.0
2022,mature GABAergic,ENSMUST00000107849.9,0.0
2023,intermediate progenitor,ENSMUST00000107849.9,2.0
2024,mature Glutamatergic,ENSMUST00000107849.9,1.0
2025,imature Glutamatergic,ENSMUST00000107849.9,0.0
2026,mature Glutamatergic,ENSMUST00000107849.9,2.0
2027,radial glia,ENSMUST00000107849.9,0.0
2028,mature GABAergic,ENSMUST00000107849.9,3.0
2029,imature Glutamatergic,ENSMUST00000107849.9,6.0
2030,imature Glutamatergic,ENSMUST00000107849.9,1.0
2031,imature Glutamatergic,ENSMUST00000107849.9,3.0
2032,intermediate progenitor,ENSMUST00000107849.9,0.0
2033,mature Glutamatergic,ENSMUST00000107849.9,4.0
2034,imature Glutamatergic,ENSMUST00000107849.9,2.0
2035,mature Glutamatergic,ENSMUST00000107849.9,1.0
2036,mature GABAergic,ENSMUST00000107849.9,1.0
2037,imature Glutamatergic,ENSMUST00000107849.9,1.0
2038,mature Glutamatergic,ENSMUST00000107849.9,2.0
2039,mature Glutamatergic,ENSMUST00000107849.9,0.0
2040,imature Glutamatergic,ENSMUST00000107849.9,2.0
2041,mature GABAergic,ENSMUST00000107849.9,2.0
2042,imature Glutamatergic,ENSMUST00000107849.9,4.0
2043,imature GABAergic,ENSMUST00000107849.9,0.0
2044,mature GABAergic,ENSMUST00000107849.9,3.0
2045,mature Glutamatergic,ENSMUST00000107849.9,2.0
2046,imature Glutamatergic,ENSMUST00000107849.9,1.0
2047,mature GABAergic,ENSMUST00000107849.9,1.0
2048,mature Glutamatergic,ENSMUST00000107849.9,7.0
2049,mature Glutamatergic,ENSMUST00000107849.9,4.0
2050,mature Glutamatergic,ENSMUST00000107849.9,1.0
2051,mature Glutamatergic,ENSMUST00000107849.9,6.0
2052,mature Glutamatergic,ENSMUST00000107849.9,8.0
2053,mature GABAergic,ENSMUST00000107849.9,0.0
2054,mature Glutamatergic,ENSMUST00000107849.9,7.0
2055,imature Glutamatergic,ENSMUST00000107849.9,9.0
2056,mature GABAergic,ENSMUST00000107849.9,2.0
2057,mature Glutamatergic,ENSMUST00000107849.9,2.0
2058,mature Glutamatergic,ENSMUST00000107849.9,1.0
2059,cycling radial glia,ENSMUST00000107849.9,0.0
2060,mature GABAergic,ENSMUST00000107849.9,1.0
2061,mature Glutamatergic,ENSMUST00000107849.9,2.0
2062,imature GABAergic,ENSMUST00000107849.9,1.0
2063,mature GABAergic,ENSMUST00000107849.9,6.0
2064,imature Glutamatergic,ENSMUST00000107849.9,5.0
2065,cycling radial glia,ENSMUST00000107849.9,0.0
2066,cycling radial glia,ENSMUST00000107849.9,0.0
2067,mature Glutamatergic,ENSMUST00000107849.9,3.0
2068,mature Glutamatergic,ENSMUST00000107849.9,4.0
2069,imature GABAergic,ENSMUST00000107849.9,2.0
2070,cycling radial glia,ENSMUST00000107849.9,0.0
2071,mature GABAergic,ENSMUST00000107849.9,2.0
2072,imature Glutamatergic,ENSMUST00000107849.9,3.0
2073,mature Glutamatergic,ENSMUST00000107849.9,4.0
2074,mature GABAergic,ENSMUST00000107849.9,2.0
2075,imature Glutamatergic,ENSMUST00000107849.9,0.0
2076,mature GABAergic,ENSMUST00000107849.9,2.0
2077,imature GABAergic,ENSMUST00000107849.9,1.0
2078,cycling radial glia,ENSMUST00000107849.9,1.0
2079,imature Glutamatergic,ENSMUST00000107849.9,4.0
2080,mature Glutamatergic,ENSMUST00000107849.9,6.0
2081,imature GABAergic,ENSMUST00000107849.9,0.0
2082,imature GABAergic,ENSMUST00000107849.9,4.0
2083,imature Glutamatergic,ENSMUST00000107849.9,4.0
2084,radial glia,ENSMUST00000107849.9,0.0
2085,imature Glutamatergic,ENSMUST00000107849.9,1.0
2086,imature GABAergic,ENSMUST00000107849.9,0.0
2087,imature GABAergic,ENSMUST00000107849.9,1.0
2088,imature Glutamatergic,ENSMUST00000107849.9,2.0
2089,imature Glutamatergic,ENSMUST00000107849.9,0.0
2090,radial glia,ENSMUST00000107849.9,0.0
2091,mature GABAergic,ENSMUST00000107849.9,3.0
2092,imature Glutamatergic,ENSMUST00000107849.9,3.0
2093,intermediate progenitor,ENSMUST00000107849.9,1.0
2094,imature Glutamatergic,ENSMUST00000107849.9,0.0
2095,mature Glutamatergic,ENSMUST00000107849.9,5.0
2096,imature GABAergic,ENSMUST00000107849.9,0.0
2097,cycling radial glia,ENSMUST00000107849.9,0.0
2098,imature Glutamatergic,ENSMUST00000107849.9,1.0
2099,mature GABAergic,ENSMUST00000107849.9,2.0
2100,mature Glutamatergic,ENSMUST00000107849.9,3.0
2101,mature Glutamatergic,ENSMUST00000107849.9,4.0
2102,cycling radial glia,ENSMUST00000107849.9,0.0
2103,imature Glutamatergic,ENSMUST00000107849.9,7.0
2104,mature Glutamatergic,ENSMUST00000107849.9,5.0
2105,mature Glutamatergic,ENSMUST00000107849.9,3.0
2106,cycling radial glia,ENSMUST00000107849.9,0.0
2107,mature GABAergic,ENSMUST00000107849.9,2.0
2108,mature GABAergic,ENSMUST00000107849.9,1.0
2109,imature Glutamatergic,ENSMUST00000107849.9,2.0
2110,intermediate progenitor,ENSMUST00000107849.9,0.0
2111,mature GABAergic,ENSMUST00000107849.9,2.0
2112,mature Glutamatergic,ENSMUST00000107849.9,2.0
2113,imature GABAergic,ENSMUST00000107849.9,1.0
2114,intermediate progenitor,ENSMUST00000107849.9,0.0
2115,cycling radial glia,ENSMUST00000107849.9,1.0
2116,mature GABAergic,ENSMUST00000107849.9,2.0
2117,Cajal-Retzius,ENSMUST00000107849.9,1.0
2118,imature GABAergic,ENSMUST00000107849.9,3.0
2119,cycling radial glia,ENSMUST00000107849.9,0.0
2120,mature Glutamatergic,ENSMUST00000107849.9,8.0
2121,mature GABAergic,ENSMUST00000107849.9,2.0
2122,imature Glutamatergic,ENSMUST00000107849.9,1.0
2123,mature Glutamatergic,ENSMUST00000107849.9,6.0
2124,mature Glutamatergic,ENSMUST00000107849.9,3.0
2125,cycling radial glia,ENSMUST00000107849.9,0.0
2126,mature Glutamatergic,ENSMUST00000107849.9,4.0
2127,imature GABAergic,ENSMUST00000107849.9,5.0
2128,radial glia,ENSMUST00000107849.9,1.0
2129,imature Glutamatergic,ENSMUST00000107849.9,3.0
2130,imature GABAergic,ENSMUST00000107849.9,4.0
2131,imature GABAergic,ENSMUST00000107849.9,0.0
2132,imature Glutamatergic,ENSMUST00000107849.9,0.0
2133,mature GABAergic,ENSMUST00000107849.9,1.0
2134,intermediate progenitor,ENSMUST00000107849.9,0.0
2135,mature Glutamatergic,ENSMUST00000107849.9,5.0
2136,mature GABAergic,ENSMUST00000107849.9,1.0
2137,cycling radial glia,ENSMUST00000107849.9,0.0
2138,mature GABAergic,ENSMUST00000107849.9,1.0
2139,mature Glutamatergic,ENSMUST00000107849.9,10.0
2140,mature Glutamatergic,ENSMUST00000107849.9,5.0
2141,mature GABAergic,ENSMUST00000107849.9,1.0
2142,imature Glutamatergic,ENSMUST00000107849.9,1.0
2143,mature GABAergic,ENSMUST00000107849.9,1.0
2144,mature GABAergic,ENSMUST00000107849.9,0.0
2145,mature Glutamatergic,ENSMUST00000107849.9,7.0
2146,imature Glutamatergic,ENSMUST00000107849.9,2.0
2147,mature GABAergic,ENSMUST00000107849.9,5.0
2148,mature GABAergic,ENSMUST00000107849.9,2.0
2149,mature Glutamatergic,ENSMUST00000107849.9,0.0
2150,mature Glutamatergic,ENSMUST00000107849.9,3.0
2151,mature Glutamatergic,ENSMUST00000107849.9,1.0
2152,cycling radial glia,ENSMUST00000107849.9,0.0
2153,intermediate progenitor,ENSMUST00000107849.9,2.0
2154,imature Glutamatergic,ENSMUST00000107849.9,0.0
2155,mature GABAergic,ENSMUST00000107849.9,6.0
2156,mature Glutamatergic,ENSMUST00000107849.9,3.0
2157,mature Glutamatergic,ENSMUST00000107849.9,5.0
2158,intermediate progenitor,ENSMUST00000107849.9,1.0
2159,imature Glutamatergic,ENSMUST00000107849.9,2.0
2160,mature GABAergic,ENSMUST00000107849.9,1.0
2161,intermediate progenitor,ENSMUST00000107849.9,0.0
2162,intermediate progenitor,ENSMUST00000107849.9,0.0
2163,imature GABAergic,ENSMUST00000107849.9,2.0
2164,imature GABAergic,ENSMUST00000107849.9,0.0
2165,cycling radial glia,ENSMUST00000107849.9,0.0
2166,imature Glutamatergic,ENSMUST00000107849.9,1.0
2167,imature Glutamatergic,ENSMUST00000107849.9,1.0
2168,mature GABAergic,ENSMUST00000107849.9,2.0
2169,imature GABAergic,ENSMUST00000107849.9,0.0
2170,mature Glutamatergic,ENSMUST00000107849.9,1.0
2171,intermediate progenitor,ENSMUST00000107849.9,0.0
2172,mature GABAergic,ENSMUST00000107849.9,0.0
2173,radial glia,ENSMUST00000107849.9,0.0
2174,cycling radial glia,ENSMUST00000107849.9,1.0
2175,imature GABAergic,ENSMUST00000107849.9,1.0
2176,imature Glutamatergic,ENSMUST00000107849.9,2.0
2177,mature GABAergic,ENSMUST00000107849.9,4.0
2178,mature Glutamatergic,ENSMUST00000107849.9,5.0
2179,mature Glutamatergic,ENSMUST00000107849.9,3.0
2180,intermediate progenitor,ENSMUST00000107849.9,4.0
2181,mature Glutamatergic,ENSMUST00000107849.9,6.0
2182,cycling radial glia,ENSMUST00000107849.9,0.0
2183,mature GABAergic,ENSMUST00000107849.9,2.0
2184,mature GABAergic,ENSMUST00000107849.9,1.0
2185,mature Glutamatergic,ENSMUST00000107849.9,2.0
2186,imature Glutamatergic,ENSMUST00000107849.9,2.0
2187,radial glia,ENSMUST00000107849.9,0.0
2188,imature Glutamatergic,ENSMUST00000107849.9,3.0
2189,mature Glutamatergic,ENSMUST00000107849.9,2.0
2190,mature Glutamatergic,ENSMUST00000107849.9,3.0
2191,mature Glutamatergic,ENSMUST00000107849.9,12.0
2192,imature Glutamatergic,ENSMUST00000107849.9,3.0
2193,mature Glutamatergic,ENSMUST00000107849.9,5.0
2194,imature Glutamatergic,ENSMUST00000107849.9,1.0
2195,mature Glutamatergic,ENSMUST00000107849.9,1.0
2196,imature GABAergic,ENSMUST00000107849.9,1.0
2197,imature Glutamatergic,ENSMUST00000107849.9,2.0
2198,imature GABAergic,ENSMUST00000107849.9,0.0
2199,imature Glutamatergic,ENSMUST00000107849.9,5.0
2200,Cajal-Retzius,ENSMUST00000107849.9,0.0
2201,imature Glutamatergic,ENSMUST00000107849.9,1.0
2202,imature GABAergic,ENSMUST00000107849.9,0.0
2203,intermediate progenitor,ENSMUST00000107849.9,0.0
2204,intermediate progenitor,ENSMUST00000107849.9,5.0
2205,mature Glutamatergic,ENSMUST00000107849.9,7.0
2206,imature GABAergic,ENSMUST00000107849.9,0.0
2207,mature Glutamatergic,ENSMUST00000107849.9,15.0
2208,imature Glutamatergic,ENSMUST00000107849.9,2.0
2209,mature Glutamatergic,ENSMUST00000107849.9,5.0
2210,mature Glutamatergic,ENSMUST00000107849.9,2.0
2211,imature Glutamatergic,ENSMUST00000107849.9,1.0
2212,mature Glutamatergic,ENSMUST00000107849.9,4.0
2213,mature GABAergic,ENSMUST00000107849.9,2.0
2214,imature Glutamatergic,ENSMUST00000107849.9,2.0
2215,mature GABAergic,ENSMUST00000107849.9,0.0
2216,radial glia,ENSMUST00000107849.9,0.0
2217,mature GABAergic,ENSMUST00000107849.9,1.0
