,cell_type,transcriptId,count
1002,mature GABAergic,ENSMUST00000170241.7,1.0
1003,mature Glutamatergic,ENSMUST00000170241.7,2.0
1004,imature GABAergic,ENSMUST00000170241.7,1.0
1005,intermediate progenitor,ENSMUST00000170241.7,3.0
1006,cycling radial glia,ENSMUST00000170241.7,0.0
1007,mature GABAergic,ENSMUST00000170241.7,0.0
1008,Cajal-Retzius,ENSMUST00000170241.7,0.0
1009,imature GABAergic,ENSMUST00000170241.7,0.0
1010,cycling radial glia,ENSMUST00000170241.7,4.0
1011,mature Glutamatergic,ENSMUST00000170241.7,2.0
1012,mature GABAergic,ENSMUST00000170241.7,1.0
1013,imature Glutamatergic,ENSMUST00000170241.7,1.0
1014,mature Glutamatergic,ENSMUST00000170241.7,1.0
1015,mature Glutamatergic,ENSMUST00000170241.7,1.0
1016,cycling radial glia,ENSMUST00000170241.7,1.0
1017,mature Glutamatergic,ENSMUST00000170241.7,0.0
1018,imature GABAergic,ENSMUST00000170241.7,1.0
1019,radial glia,ENSMUST00000170241.7,3.0
1020,imature Glutamatergic,ENSMUST00000170241.7,0.0
1021,imature GABAergic,ENSMUST00000170241.7,2.0
1022,imature GABAergic,ENSMUST00000170241.7,1.0
1023,imature Glutamatergic,ENSMUST00000170241.7,1.0
1024,mature GABAergic,ENSMUST00000170241.7,0.0
1025,intermediate progenitor,ENSMUST00000170241.7,0.0
1026,mature Glutamatergic,ENSMUST00000170241.7,0.0
1027,mature GABAergic,ENSMUST00000170241.7,0.0
1028,cycling radial glia,ENSMUST00000170241.7,1.0
1029,mature GABAergic,ENSMUST00000170241.7,0.0
1030,mature Glutamatergic,ENSMUST00000170241.7,1.0
1031,mature Glutamatergic,ENSMUST00000170241.7,0.0
1032,mature GABAergic,ENSMUST00000170241.7,1.0
1033,imature Glutamatergic,ENSMUST00000170241.7,2.0
1034,mature GABAergic,ENSMUST00000170241.7,2.0
1035,mature GABAergic,ENSMUST00000170241.7,0.0
1036,mature Glutamatergic,ENSMUST00000170241.7,2.0
1037,imature Glutamatergic,ENSMUST00000170241.7,0.0
1038,mature GABAergic,ENSMUST00000170241.7,0.0
1039,mature GABAergic,ENSMUST00000170241.7,0.0
1040,mature Glutamatergic,ENSMUST00000170241.7,1.0
1041,mature Glutamatergic,ENSMUST00000170241.7,0.0
1042,mature Glutamatergic,ENSMUST00000170241.7,0.0
1043,cycling radial glia,ENSMUST00000170241.7,0.0
1044,intermediate progenitor,ENSMUST00000170241.7,0.0
1045,imature Glutamatergic,ENSMUST00000170241.7,0.0
1046,mature GABAergic,ENSMUST00000170241.7,0.0
1047,mature Glutamatergic,ENSMUST00000170241.7,2.0
1048,mature Glutamatergic,ENSMUST00000170241.7,0.0
1049,intermediate progenitor,ENSMUST00000170241.7,1.0
1050,imature Glutamatergic,ENSMUST00000170241.7,0.0
1051,mature GABAergic,ENSMUST00000170241.7,0.0
1052,intermediate progenitor,ENSMUST00000170241.7,2.0
1053,intermediate progenitor,ENSMUST00000170241.7,0.0
1054,imature GABAergic,ENSMUST00000170241.7,1.0
1055,imature GABAergic,ENSMUST00000170241.7,0.0
1056,cycling radial glia,ENSMUST00000170241.7,4.0
1057,imature Glutamatergic,ENSMUST00000170241.7,0.0
1058,imature Glutamatergic,ENSMUST00000170241.7,0.0
1059,mature GABAergic,ENSMUST00000170241.7,0.0
1060,imature GABAergic,ENSMUST00000170241.7,1.0
1061,mature Glutamatergic,ENSMUST00000170241.7,0.0
1062,intermediate progenitor,ENSMUST00000170241.7,1.0
1063,mature GABAergic,ENSMUST00000170241.7,0.0
1064,radial glia,ENSMUST00000170241.7,2.0
1065,cycling radial glia,ENSMUST00000170241.7,1.0
1066,imature GABAergic,ENSMUST00000170241.7,2.0
1067,imature Glutamatergic,ENSMUST00000170241.7,0.0
1068,mature GABAergic,ENSMUST00000170241.7,0.0
1069,mature Glutamatergic,ENSMUST00000170241.7,0.0
1070,mature Glutamatergic,ENSMUST00000170241.7,1.0
1071,intermediate progenitor,ENSMUST00000170241.7,1.0
1072,mature Glutamatergic,ENSMUST00000170241.7,1.0
1073,cycling radial glia,ENSMUST00000170241.7,5.0
1074,mature GABAergic,ENSMUST00000170241.7,0.0
1075,mature GABAergic,ENSMUST00000170241.7,2.0
1076,mature Glutamatergic,ENSMUST00000170241.7,0.0
1077,imature Glutamatergic,ENSMUST00000170241.7,3.0
1078,radial glia,ENSMUST00000170241.7,2.0
1079,imature Glutamatergic,ENSMUST00000170241.7,0.0
1080,mature Glutamatergic,ENSMUST00000170241.7,1.0
1081,mature Glutamatergic,ENSMUST00000170241.7,3.0
1082,mature Glutamatergic,ENSMUST00000170241.7,0.0
1083,imature Glutamatergic,ENSMUST00000170241.7,0.0
1084,mature Glutamatergic,ENSMUST00000170241.7,1.0
1085,imature Glutamatergic,ENSMUST00000170241.7,1.0
1086,mature Glutamatergic,ENSMUST00000170241.7,0.0
1087,imature GABAergic,ENSMUST00000170241.7,0.0
1088,imature Glutamatergic,ENSMUST00000170241.7,0.0
1089,imature GABAergic,ENSMUST00000170241.7,0.0
1090,imature Glutamatergic,ENSMUST00000170241.7,1.0
1091,Cajal-Retzius,ENSMUST00000170241.7,0.0
1092,imature Glutamatergic,ENSMUST00000170241.7,0.0
1093,imature GABAergic,ENSMUST00000170241.7,0.0
1094,intermediate progenitor,ENSMUST00000170241.7,1.0
1095,intermediate progenitor,ENSMUST00000170241.7,2.0
1096,mature Glutamatergic,ENSMUST00000170241.7,2.0
1097,imature GABAergic,ENSMUST00000170241.7,3.0
1098,mature Glutamatergic,ENSMUST00000170241.7,3.0
1099,imature Glutamatergic,ENSMUST00000170241.7,1.0
1100,mature Glutamatergic,ENSMUST00000170241.7,1.0
1101,mature Glutamatergic,ENSMUST00000170241.7,0.0
1102,imature Glutamatergic,ENSMUST00000170241.7,0.0
1103,mature Glutamatergic,ENSMUST00000170241.7,1.0
1104,mature GABAergic,ENSMUST00000170241.7,0.0
1105,imature Glutamatergic,ENSMUST00000170241.7,1.0
1106,mature GABAergic,ENSMUST00000170241.7,1.0
1107,radial glia,ENSMUST00000170241.7,5.0
1108,mature GABAergic,ENSMUST00000170241.7,0.0
1109,mature Glutamatergic,ENSMUST00000107849.9,2.0
1110,Cajal-Retzius,ENSMUST00000107849.9,2.0
1111,imature Glutamatergic,ENSMUST00000107849.9,3.0
1112,imature Glutamatergic,ENSMUST00000107849.9,3.0
1113,intermediate progenitor,ENSMUST00000107849.9,1.0
1114,radial glia,ENSMUST00000107849.9,0.0
1115,imature Glutamatergic,ENSMUST00000107849.9,2.0
1116,intermediate progenitor,ENSMUST00000107849.9,0.0
1117,cycling radial glia,ENSMUST00000107849.9,1.0
1118,imature Glutamatergic,ENSMUST00000107849.9,3.0
1119,mature Glutamatergic,ENSMUST00000107849.9,4.0
1120,radial glia,ENSMUST00000107849.9,0.0
1121,intermediate progenitor,ENSMUST00000107849.9,0.0
1122,mature Glutamatergic,ENSMUST00000107849.9,5.0
1123,cycling radial glia,ENSMUST00000107849.9,2.0
1124,imature Glutamatergic,ENSMUST00000107849.9,1.0
1125,imature GABAergic,ENSMUST00000107849.9,0.0
1126,radial glia,ENSMUST00000107849.9,0.0
1127,mature Glutamatergic,ENSMUST00000107849.9,1.0
1128,mature GABAergic,ENSMUST00000107849.9,1.0
1129,intermediate progenitor,ENSMUST00000107849.9,0.0
1130,mature Glutamatergic,ENSMUST00000107849.9,3.0
1131,imature Glutamatergic,ENSMUST00000107849.9,0.0
1132,mature GABAergic,ENSMUST00000107849.9,1.0
1133,intermediate progenitor,ENSMUST00000107849.9,1.0
1134,mature Glutamatergic,ENSMUST00000107849.9,4.0
1135,imature Glutamatergic,ENSMUST00000107849.9,1.0
1136,mature GABAergic,ENSMUST00000107849.9,1.0
1137,imature GABAergic,ENSMUST00000107849.9,1.0
1138,imature GABAergic,ENSMUST00000107849.9,0.0
1139,imature GABAergic,ENSMUST00000107849.9,0.0
1140,mature Glutamatergic,ENSMUST00000107849.9,2.0
1141,mature GABAergic,ENSMUST00000107849.9,2.0
1142,imature GABAergic,ENSMUST00000107849.9,3.0
1143,imature GABAergic,ENSMUST00000107849.9,1.0
1144,cycling radial glia,ENSMUST00000107849.9,0.0
1145,imature GABAergic,ENSMUST00000107849.9,0.0
1146,mature GABAergic,ENSMUST00000107849.9,1.0
1147,mature Glutamatergic,ENSMUST00000107849.9,2.0
1148,mature Glutamatergic,ENSMUST00000107849.9,0.0
1149,cycling radial glia,ENSMUST00000107849.9,0.0
1150,cycling radial glia,ENSMUST00000107849.9,3.0
1151,mature Glutamatergic,ENSMUST00000107849.9,10.0
1152,imature GABAergic,ENSMUST00000107849.9,0.0
1153,imature GABAergic,ENSMUST00000107849.9,0.0
1154,imature Glutamatergic,ENSMUST00000107849.9,1.0
1155,mature GABAergic,ENSMUST00000107849.9,1.0
1156,mature Glutamatergic,ENSMUST00000107849.9,6.0
1157,imature Glutamatergic,ENSMUST00000107849.9,0.0
1158,imature GABAergic,ENSMUST00000107849.9,2.0
1159,imature Glutamatergic,ENSMUST00000107849.9,4.0
1160,radial glia,ENSMUST00000107849.9,0.0
1161,cycling radial glia,ENSMUST00000107849.9,0.0
1162,mature Glutamatergic,ENSMUST00000107849.9,5.0
1163,imature GABAergic,ENSMUST00000107849.9,1.0
1164,mature Glutamatergic,ENSMUST00000107849.9,2.0
1165,imature Glutamatergic,ENSMUST00000107849.9,0.0
1166,intermediate progenitor,ENSMUST00000107849.9,5.0
1167,cycling radial glia,ENSMUST00000107849.9,0.0
1168,imature Glutamatergic,ENSMUST00000107849.9,1.0
1169,mature GABAergic,ENSMUST00000107849.9,5.0
1170,mature Glutamatergic,ENSMUST00000107849.9,0.0
1171,mature Glutamatergic,ENSMUST00000107849.9,9.0
1172,intermediate progenitor,ENSMUST00000107849.9,2.0
1173,cycling radial glia,ENSMUST00000107849.9,9.0
1174,cycling radial glia,ENSMUST00000107849.9,1.0
1175,radial glia,ENSMUST00000107849.9,6.0
1176,imature GABAergic,ENSMUST00000107849.9,1.0
1177,mature GABAergic,ENSMUST00000107849.9,0.0
1178,mature GABAergic,ENSMUST00000107849.9,1.0
1179,mature Glutamatergic,ENSMUST00000107849.9,3.0
1180,mature Glutamatergic,ENSMUST00000107849.9,6.0
1181,imature Glutamatergic,ENSMUST00000107849.9,1.0
1182,mature Glutamatergic,ENSMUST00000107849.9,3.0
1183,intermediate progenitor,ENSMUST00000107849.9,0.0
1184,imature Glutamatergic,ENSMUST00000107849.9,5.0
1185,mature Glutamatergic,ENSMUST00000107849.9,4.0
1186,radial glia,ENSMUST00000107849.9,0.0
1187,mature Glutamatergic,ENSMUST00000107849.9,0.0
1188,mature GABAergic,ENSMUST00000107849.9,1.0
1189,mature Glutamatergic,ENSMUST00000107849.9,4.0
1190,mature GABAergic,ENSMUST00000107849.9,1.0
1191,radial glia,ENSMUST00000107849.9,0.0
1192,mature Glutamatergic,ENSMUST00000107849.9,4.0
1193,intermediate progenitor,ENSMUST00000107849.9,3.0
1194,mature GABAergic,ENSMUST00000107849.9,3.0
1195,imature GABAergic,ENSMUST00000107849.9,0.0
1196,mature GABAergic,ENSMUST00000107849.9,3.0
1197,cycling radial glia,ENSMUST00000107849.9,1.0
1198,mature Glutamatergic,ENSMUST00000107849.9,5.0
1199,mature GABAergic,ENSMUST00000107849.9,1.0
1200,mature Glutamatergic,ENSMUST00000107849.9,4.0
1201,mature GABAergic,ENSMUST00000107849.9,2.0
1202,intermediate progenitor,ENSMUST00000107849.9,0.0
1203,radial glia,ENSMUST00000107849.9,0.0
1204,intermediate progenitor,ENSMUST00000107849.9,1.0
1205,mature GABAergic,ENSMUST00000107849.9,1.0
1206,cycling radial glia,ENSMUST00000107849.9,0.0
1207,mature Glutamatergic,ENSMUST00000107849.9,4.0
1208,imature Glutamatergic,ENSMUST00000107849.9,5.0
1209,mature Glutamatergic,ENSMUST00000107849.9,6.0
1210,cycling radial glia,ENSMUST00000107849.9,0.0
1211,mature Glutamatergic,ENSMUST00000107849.9,6.0
1212,mature Glutamatergic,ENSMUST00000107849.9,4.0
1213,mature Glutamatergic,ENSMUST00000107849.9,1.0
1214,cycling radial glia,ENSMUST00000107849.9,0.0
1215,radial glia,ENSMUST00000107849.9,0.0
1216,imature Glutamatergic,ENSMUST00000107849.9,0.0
1217,intermediate progenitor,ENSMUST00000107849.9,0.0
1218,imature Glutamatergic,ENSMUST00000107849.9,1.0
1219,imature Glutamatergic,ENSMUST00000107849.9,2.0
1220,cycling radial glia,ENSMUST00000107849.9,0.0
1221,imature Glutamatergic,ENSMUST00000107849.9,3.0
1222,imature GABAergic,ENSMUST00000107849.9,1.0
1223,mature GABAergic,ENSMUST00000107849.9,3.0
1224,imature GABAergic,ENSMUST00000107849.9,1.0
1225,imature Glutamatergic,ENSMUST00000107849.9,1.0
1226,cycling radial glia,ENSMUST00000107849.9,0.0
1227,mature Glutamatergic,ENSMUST00000107849.9,4.0
1228,imature Glutamatergic,ENSMUST00000107849.9,4.0
1229,mature Glutamatergic,ENSMUST00000107849.9,6.0
1230,imature Glutamatergic,ENSMUST00000107849.9,0.0
1231,intermediate progenitor,ENSMUST00000107849.9,1.0
1232,imature GABAergic,ENSMUST00000107849.9,2.0
1233,mature GABAergic,ENSMUST00000107849.9,1.0
1234,imature Glutamatergic,ENSMUST00000107849.9,2.0
1235,mature Glutamatergic,ENSMUST00000107849.9,4.0
1236,mature Glutamatergic,ENSMUST00000107849.9,6.0
1237,imature Glutamatergic,ENSMUST00000107849.9,0.0
1238,mature GABAergic,ENSMUST00000107849.9,3.0
1239,imature GABAergic,ENSMUST00000107849.9,0.0
1240,imature Glutamatergic,ENSMUST00000107849.9,5.0
1241,mature Glutamatergic,ENSMUST00000107849.9,7.0
1242,imature Glutamatergic,ENSMUST00000107849.9,1.0
1243,imature Glutamatergic,ENSMUST00000107849.9,3.0
1244,radial glia,ENSMUST00000107849.9,0.0
1245,imature GABAergic,ENSMUST00000107849.9,0.0
1246,radial glia,ENSMUST00000107849.9,0.0
1247,imature Glutamatergic,ENSMUST00000107849.9,1.0
1248,mature Glutamatergic,ENSMUST00000107849.9,7.0
1249,imature Glutamatergic,ENSMUST00000107849.9,0.0
1250,imature Glutamatergic,ENSMUST00000107849.9,2.0
1251,imature Glutamatergic,ENSMUST00000107849.9,1.0
1252,cycling radial glia,ENSMUST00000107849.9,1.0
1253,mature GABAergic,ENSMUST00000107849.9,3.0
1254,mature GABAergic,ENSMUST00000107849.9,0.0
1255,cycling radial glia,ENSMUST00000107849.9,0.0
1256,imature Glutamatergic,ENSMUST00000107849.9,1.0
1257,mature GABAergic,ENSMUST00000107849.9,2.0
1258,cycling radial glia,ENSMUST00000107849.9,1.0
1259,mature Glutamatergic,ENSMUST00000107849.9,6.0
1260,intermediate progenitor,ENSMUST00000107849.9,0.0
1261,cycling radial glia,ENSMUST00000107849.9,2.0
1262,mature Glutamatergic,ENSMUST00000107849.9,0.0
1263,imature Glutamatergic,ENSMUST00000107849.9,3.0
1264,cycling radial glia,ENSMUST00000107849.9,0.0
1265,cycling radial glia,ENSMUST00000107849.9,0.0
1266,imature Glutamatergic,ENSMUST00000107849.9,3.0
1267,imature GABAergic,ENSMUST00000107849.9,1.0
1268,imature GABAergic,ENSMUST00000107849.9,0.0
1269,imature Glutamatergic,ENSMUST00000107849.9,1.0
1270,intermediate progenitor,ENSMUST00000107849.9,0.0
1271,mature GABAergic,ENSMUST00000107849.9,2.0
1272,intermediate progenitor,ENSMUST00000107849.9,2.0
1273,cycling radial glia,ENSMUST00000107849.9,0.0
1274,Cajal-Retzius,ENSMUST00000107849.9,1.0
1275,mature Glutamatergic,ENSMUST00000107849.9,2.0
1276,radial glia,ENSMUST00000107849.9,0.0
1277,cycling radial glia,ENSMUST00000107849.9,0.0
1278,mature Glutamatergic,ENSMUST00000107849.9,2.0
1279,mature GABAergic,ENSMUST00000107849.9,2.0
1280,imature GABAergic,ENSMUST00000107849.9,4.0
1281,imature Glutamatergic,ENSMUST00000107849.9,2.0
1282,mature GABAergic,ENSMUST00000107849.9,1.0
1283,cycling radial glia,ENSMUST00000107849.9,2.0
1284,cycling radial glia,ENSMUST00000107849.9,1.0
1285,mature Glutamatergic,ENSMUST00000107849.9,4.0
1286,imature GABAergic,ENSMUST00000107849.9,0.0
1287,mature Glutamatergic,ENSMUST00000107849.9,1.0
1288,Cajal-Retzius,ENSMUST00000107849.9,0.0
1289,intermediate progenitor,ENSMUST00000107849.9,2.0
1290,imature Glutamatergic,ENSMUST00000107849.9,2.0
1291,radial glia,ENSMUST00000107849.9,0.0
1292,mature GABAergic,ENSMUST00000107849.9,1.0
1293,mature Glutamatergic,ENSMUST00000107849.9,5.0
1294,mature Glutamatergic,ENSMUST00000107849.9,5.0
1295,cycling radial glia,ENSMUST00000107849.9,4.0
1296,cycling radial glia,ENSMUST00000107849.9,1.0
1297,mature Glutamatergic,ENSMUST00000107849.9,6.0
1298,imature GABAergic,ENSMUST00000107849.9,2.0
1299,mature GABAergic,ENSMUST00000107849.9,4.0
1300,mature Glutamatergic,ENSMUST00000107849.9,3.0
1301,radial glia,ENSMUST00000107849.9,0.0
1302,mature GABAergic,ENSMUST00000107849.9,1.0
1303,mature GABAergic,ENSMUST00000107849.9,1.0
1304,cycling radial glia,ENSMUST00000107849.9,1.0
1305,cycling radial glia,ENSMUST00000107849.9,1.0
1306,imature GABAergic,ENSMUST00000107849.9,1.0
1307,imature GABAergic,ENSMUST00000107849.9,3.0
1308,mature Glutamatergic,ENSMUST00000107849.9,3.0
1309,imature Glutamatergic,ENSMUST00000107849.9,3.0
1310,imature GABAergic,ENSMUST00000107849.9,0.0
1311,intermediate progenitor,ENSMUST00000107849.9,1.0
1312,imature Glutamatergic,ENSMUST00000107849.9,1.0
1313,cycling radial glia,ENSMUST00000107849.9,0.0
1314,radial glia,ENSMUST00000107849.9,0.0
1315,intermediate progenitor,ENSMUST00000107849.9,0.0
1316,imature Glutamatergic,ENSMUST00000107849.9,2.0
1317,imature GABAergic,ENSMUST00000107849.9,0.0
1318,intermediate progenitor,ENSMUST00000107849.9,0.0
1319,mature Glutamatergic,ENSMUST00000107849.9,1.0
1320,mature GABAergic,ENSMUST00000107849.9,2.0
1321,imature Glutamatergic,ENSMUST00000107849.9,0.0
1322,mature GABAergic,ENSMUST00000107849.9,1.0
1323,cycling radial glia,ENSMUST00000107849.9,0.0
1324,mature GABAergic,ENSMUST00000107849.9,4.0
1325,mature GABAergic,ENSMUST00000107849.9,0.0
1326,imature GABAergic,ENSMUST00000107849.9,0.0
1327,radial glia,ENSMUST00000107849.9,0.0
1328,imature Glutamatergic,ENSMUST00000107849.9,3.0
1329,mature Glutamatergic,ENSMUST00000107849.9,2.0
1330,cycling radial glia,ENSMUST00000107849.9,2.0
1331,mature Glutamatergic,ENSMUST00000107849.9,3.0
1332,cycling radial glia,ENSMUST00000107849.9,3.0
1333,imature Glutamatergic,ENSMUST00000107849.9,0.0
1334,mature Glutamatergic,ENSMUST00000107849.9,3.0
1335,mature GABAergic,ENSMUST00000107849.9,3.0
1336,intermediate progenitor,ENSMUST00000107849.9,2.0
1337,imature Glutamatergic,ENSMUST00000107849.9,1.0
1338,imature GABAergic,ENSMUST00000107849.9,2.0
1339,mature GABAergic,ENSMUST00000107849.9,2.0
1340,imature GABAergic,ENSMUST00000107849.9,2.0
1341,cycling radial glia,ENSMUST00000107849.9,1.0
1342,mature Glutamatergic,ENSMUST00000107849.9,0.0
1343,imature Glutamatergic,ENSMUST00000107849.9,0.0
1344,cycling radial glia,ENSMUST00000107849.9,1.0
1345,intermediate progenitor,ENSMUST00000107849.9,1.0
1346,mature GABAergic,ENSMUST00000107849.9,0.0
1347,imature Glutamatergic,ENSMUST00000107849.9,1.0
1348,cycling radial glia,ENSMUST00000107849.9,1.0
1349,imature GABAergic,ENSMUST00000107849.9,2.0
1350,mature Glutamatergic,ENSMUST00000107849.9,4.0
1351,imature GABAergic,ENSMUST00000107849.9,2.0
1352,intermediate progenitor,ENSMUST00000107849.9,0.0
1353,mature Glutamatergic,ENSMUST00000107849.9,5.0
1354,imature Glutamatergic,ENSMUST00000107849.9,1.0
1355,imature Glutamatergic,ENSMUST00000107849.9,0.0
1356,imature GABAergic,ENSMUST00000107849.9,1.0
1357,Cajal-Retzius,ENSMUST00000107849.9,2.0
1358,imature Glutamatergic,ENSMUST00000107849.9,10.0
1359,mature GABAergic,ENSMUST00000107849.9,1.0
1360,mature Glutamatergic,ENSMUST00000107849.9,6.0
1361,mature Glutamatergic,ENSMUST00000107849.9,4.0
1362,mature Glutamatergic,ENSMUST00000107849.9,1.0
1363,imature GABAergic,ENSMUST00000107849.9,2.0
1364,imature GABAergic,ENSMUST00000107849.9,1.0
1365,imature GABAergic,ENSMUST00000107849.9,1.0
1366,intermediate progenitor,ENSMUST00000107849.9,0.0
1367,mature Glutamatergic,ENSMUST00000107849.9,5.0
1368,cycling radial glia,ENSMUST00000107849.9,0.0
1369,radial glia,ENSMUST00000107849.9,0.0
1370,imature Glutamatergic,ENSMUST00000107849.9,3.0
1371,radial glia,ENSMUST00000107849.9,0.0
1372,intermediate progenitor,ENSMUST00000107849.9,2.0
1373,mature Glutamatergic,ENSMUST00000107849.9,2.0
1374,cycling radial glia,ENSMUST00000107849.9,0.0
1375,imature GABAergic,ENSMUST00000107849.9,1.0
1376,mature Glutamatergic,ENSMUST00000107849.9,6.0
1377,cycling radial glia,ENSMUST00000107849.9,0.0
1378,mature Glutamatergic,ENSMUST00000107849.9,0.0
1379,intermediate progenitor,ENSMUST00000107849.9,0.0
1380,cycling radial glia,ENSMUST00000107849.9,0.0
1381,radial glia,ENSMUST00000107849.9,0.0
1382,radial glia,ENSMUST00000107849.9,0.0
1383,mature GABAergic,ENSMUST00000107849.9,1.0
1384,mature Glutamatergic,ENSMUST00000107849.9,5.0
1385,imature Glutamatergic,ENSMUST00000107849.9,2.0
1386,mature GABAergic,ENSMUST00000107849.9,2.0
1387,mature Glutamatergic,ENSMUST00000107849.9,2.0
1388,imature Glutamatergic,ENSMUST00000107849.9,7.0
1389,mature Glutamatergic,ENSMUST00000107849.9,0.0
1390,imature GABAergic,ENSMUST00000107849.9,0.0
1391,imature GABAergic,ENSMUST00000107849.9,0.0
1392,imature Glutamatergic,ENSMUST00000107849.9,1.0
1393,intermediate progenitor,ENSMUST00000107849.9,4.0
1394,mature Glutamatergic,ENSMUST00000107849.9,10.0
1395,mature Glutamatergic,ENSMUST00000107849.9,0.0
1396,intermediate progenitor,ENSMUST00000107849.9,0.0
1397,imature Glutamatergic,ENSMUST00000107849.9,1.0
1398,imature GABAergic,ENSMUST00000107849.9,2.0
1399,mature Glutamatergic,ENSMUST00000107849.9,7.0
1400,mature GABAergic,ENSMUST00000107849.9,4.0
1401,cycling radial glia,ENSMUST00000107849.9,0.0
1402,imature Glutamatergic,ENSMUST00000107849.9,1.0
1403,imature GABAergic,ENSMUST00000107849.9,0.0
1404,Cajal-Retzius,ENSMUST00000107849.9,4.0
1405,cycling radial glia,ENSMUST00000107849.9,2.0
1406,imature Glutamatergic,ENSMUST00000107849.9,3.0
1407,mature Glutamatergic,ENSMUST00000107849.9,10.0
1408,imature GABAergic,ENSMUST00000107849.9,1.0
1409,cycling radial glia,ENSMUST00000107849.9,0.0
1410,radial glia,ENSMUST00000107849.9,0.0
1411,mature GABAergic,ENSMUST00000107849.9,1.0
1412,intermediate progenitor,ENSMUST00000107849.9,3.0
1413,imature Glutamatergic,ENSMUST00000107849.9,2.0
1414,imature GABAergic,ENSMUST00000107849.9,0.0
1415,mature GABAergic,ENSMUST00000107849.9,3.0
1416,mature Glutamatergic,ENSMUST00000107849.9,9.0
1417,imature Glutamatergic,ENSMUST00000107849.9,0.0
1418,mature Glutamatergic,ENSMUST00000107849.9,9.0
1419,imature GABAergic,ENSMUST00000107849.9,1.0
1420,imature Glutamatergic,ENSMUST00000107849.9,2.0
1421,mature Glutamatergic,ENSMUST00000107849.9,0.0
1422,mature Glutamatergic,ENSMUST00000107849.9,5.0
1423,mature Glutamatergic,ENSMUST00000107849.9,3.0
1424,imature Glutamatergic,ENSMUST00000107849.9,5.0
1425,cycling radial glia,ENSMUST00000107849.9,4.0
1426,mature GABAergic,ENSMUST00000107849.9,0.0
1427,imature Glutamatergic,ENSMUST00000107849.9,2.0
1428,mature Glutamatergic,ENSMUST00000107849.9,0.0
1429,imature GABAergic,ENSMUST00000107849.9,0.0
1430,imature Glutamatergic,ENSMUST00000107849.9,1.0
1431,cycling radial glia,ENSMUST00000107849.9,0.0
1432,radial glia,ENSMUST00000107849.9,0.0
1433,cycling radial glia,ENSMUST00000107849.9,0.0
1434,mature GABAergic,ENSMUST00000107849.9,4.0
1435,mature Glutamatergic,ENSMUST00000107849.9,6.0
1436,mature Glutamatergic,ENSMUST00000107849.9,4.0
1437,mature Glutamatergic,ENSMUST00000107849.9,0.0
1438,mature Glutamatergic,ENSMUST00000107849.9,6.0
1439,imature Glutamatergic,ENSMUST00000107849.9,1.0
1440,Cajal-Retzius,ENSMUST00000107849.9,2.0
1441,imature GABAergic,ENSMUST00000107849.9,0.0
1442,mature Glutamatergic,ENSMUST00000107849.9,0.0
1443,mature Glutamatergic,ENSMUST00000107849.9,0.0
1444,intermediate progenitor,ENSMUST00000107849.9,0.0
1445,mature GABAergic,ENSMUST00000107849.9,0.0
1446,radial glia,ENSMUST00000107849.9,0.0
1447,mature Glutamatergic,ENSMUST00000107849.9,5.0
1448,mature Glutamatergic,ENSMUST00000107849.9,0.0
1449,mature Glutamatergic,ENSMUST00000107849.9,2.0
1450,cycling radial glia,ENSMUST00000107849.9,5.0
1451,radial glia,ENSMUST00000107849.9,0.0
1452,mature Glutamatergic,ENSMUST00000107849.9,2.0
1453,mature Glutamatergic,ENSMUST00000107849.9,3.0
1454,imature Glutamatergic,ENSMUST00000107849.9,4.0
1455,imature Glutamatergic,ENSMUST00000107849.9,0.0
1456,imature Glutamatergic,ENSMUST00000107849.9,1.0
1457,imature Glutamatergic,ENSMUST00000107849.9,1.0
1458,cycling radial glia,ENSMUST00000107849.9,0.0
1459,mature Glutamatergic,ENSMUST00000107849.9,1.0
1460,mature Glutamatergic,ENSMUST00000107849.9,2.0
1461,mature Glutamatergic,ENSMUST00000107849.9,4.0
1462,Cajal-Retzius,ENSMUST00000107849.9,4.0
1463,mature Glutamatergic,ENSMUST00000107849.9,3.0
1464,mature Glutamatergic,ENSMUST00000107849.9,0.0
1465,imature Glutamatergic,ENSMUST00000107849.9,5.0
1466,mature Glutamatergic,ENSMUST00000107849.9,7.0
1467,radial glia,ENSMUST00000107849.9,0.0
1468,mature Glutamatergic,ENSMUST00000107849.9,3.0
1469,mature GABAergic,ENSMUST00000107849.9,1.0
1470,mature Glutamatergic,ENSMUST00000107849.9,3.0
1471,intermediate progenitor,ENSMUST00000107849.9,0.0
1472,mature Glutamatergic,ENSMUST00000107849.9,1.0
1473,imature GABAergic,ENSMUST00000107849.9,3.0
1474,radial glia,ENSMUST00000107849.9,0.0
1475,imature GABAergic,ENSMUST00000107849.9,3.0
1476,imature GABAergic,ENSMUST00000107849.9,0.0
1477,mature Glutamatergic,ENSMUST00000107849.9,4.0
1478,imature Glutamatergic,ENSMUST00000107849.9,0.0
1479,mature Glutamatergic,ENSMUST00000107849.9,8.0
1480,mature GABAergic,ENSMUST00000107849.9,3.0
1481,mature GABAergic,ENSMUST00000107849.9,1.0
1482,intermediate progenitor,ENSMUST00000107849.9,0.0
1483,imature Glutamatergic,ENSMUST00000107849.9,1.0
1484,mature GABAergic,ENSMUST00000107849.9,1.0
1485,imature GABAergic,ENSMUST00000107849.9,1.0
1486,imature Glutamatergic,ENSMUST00000107849.9,0.0
